,小区名称,小区平均房价
1743,望江府,119200.0
1744,望江新丰苑,45845.6
1745,望江新园一园,50795.0
1746,望江新园三园,43074.0
1747,望江新园二园,51473.0
1748,望湖花园,18899.166666666668
1749,朝晖一区,41524.42857142857
1750,朝晖七区,41673.86666666667
1751,朝晖三区,41952.0
1752,朝晖九区,38243.666666666664
1753,朝晖二区,37937.875
1754,朝晖五区,41040.75
1755,朝晖八区,40940.0
1756,朝晖六区,50174.25
1757,朝晖四区,40283.85
1758,朝晖新城,36199.25
1759,"朝晖路81,85,89号",37395.5
1760,朝阳新苑,17870.0
1761,朝阳银座,17266.0
1762,木庵小区,43831.0
1763,木材新村,61509.7
1764,木桥浜路23-295号,20411.625
1765,未央村,68452.2
1766,机神新村,39928.73333333333
1767,杉杉恒和依山郡,14955.166666666666
1768,杨家春晓南苑,31358.5
1769,杭发厂宿舍,31622.4
1770,杭大新村,68722.0
1771,杭大路38号,76056.0
1772,杭州东部国际商务中心,17889.875
1773,杭州宏丰家居城宏丰公寓,15491.857142857143
1774,杭州春树云筑,34398.5
1775,杭州江山风华,30288.2
1776,杭州碧桂园,27313.566666666666
1777,杭房建发养云静舍,88159.5
1778,杭房悦东方,16448.85714285714
1779,杭柴厂宿舍,27979.0
1780,杭氧和院,16886.0
1781,杭钢北苑,28512.0
1782,杭钢南苑,29785.222222222223
1783,杭钢尚堂府,49502.818181818184
1784,杭钢紫元旭润和府,18160.5
1785,杭钢西苑,22792.5
1786,杭锅新村,36185.0
1787,杭齿宿舍,21257.8
1788,松木场河东,86878.5
1789,松木场河西,89705.8
1790,林之语,26068.714285714286
1791,林司后,39717.0
1792,林水山居,17676.31818181818
1793,林泉流韵,38731.0
1794,林溪闲庭,30977.88888888889
1795,林语别墅,104893.0
1796,枫华府第,57783.5
1797,枫林晓城,15555.0
1798,枫桥庭,24002.636363636364
1799,柏悦公馆,16282.0
1800,柳浪东苑,84574.0
1801,柳浪新苑,97936.0
1802,柳浪阁,70660.5
1803,柳营巷,41226.25
1804,柳营花园东区,54602.2
1805,柳营花园西区,54432.0
1806,柴校坊,58053.0
1807,树兰书香名邸,19041.277777777777
1808,树园,42741.916666666664
1809,桂花城,73070.44444444444
1810,桂花新村,11585.714285714286
1811,桃园公寓,16803.222222222223
1812,桃园新村,78601.0
1813,桃源明月,39911.0
1814,桃源春居,44996.8
1815,桃花弄54号,91757.0
1816,桐鹤名苑二区,18772.333333333332
1817,桥南新村,19751.333333333332
1818,桥头宿舍,28452.0
1819,梅和名府,24313.0
1820,梅堰小区,20897.814814814814
1821,梅花三胜公寓,48671.0
1822,梅花弄小区,27820.666666666668
1823,梅花碑,45874.0
1824,梅苑阁小区,62502.2
1825,梓树花苑,18704.533333333333
1826,梦境家园,17863.333333333332
1827,梦湖山庄,35361.25
1828,梦溪东明山居,17077.0
1829,梦琴湾,27038.225
1830,梦秀公寓,30298.0
1831,梧桐公寓,79572.8
1832,梧桐燕庐,36859.95
1833,棋盘弄24号,15159.0
1834,棋盘弄42号,11970.0
1835,棠梨家园,25682.0
1836,森林湖山庄南区,38973.0
1837,横河新村,39275.666666666664
1838,横燕子弄,46860.0
1839,横石板弄,34861.25
1840,樱花府第,18518.7
1841,樱花府第西园,20702.75
1842,樱花雅苑北区,16558.076923076922
1843,樱花雅苑南区,14922.2
1844,檀香园,46982.857142857145
1845,欣北钱江国际广场,10150.5
1846,欣景苑,34187.4
1847,欣盛东方郡东区,81128.61538461539
1848,欣盛东方郡西区,73752.8947368421
1849,欣龙华府公寓,30936.85714285714
1850,欧美金融城,45759.57142857143
1851,歌山品悦府,62391.0
1852,正中尚品庭院,40526.0
1853,正元都市阳光,17570.285714285714
1854,正兴堂弄,35063.875
1855,武林公寓,45116.666666666664
1856,武林巷36号,86732.0
1857,武林巷5-28号,81284.0
1858,武林桥河下,69208.0
1859,武林花园,79765.0
1860,武林路,60444.25
1861,武林路458号,45245.0
1862,武林门新村,92666.33333333333
1863,毓秀家园,26395.14285714286
1864,比胜庙巷13号,46579.0
1865,毛家桥公寓,58500.833333333336
1866,民安苑,41369.333333333336
1867,民权路7号,34068.0
1868,水乡人家,16048.0
1869,水乡华庭,19344.714285714286
1870,水乡名苑,18986.0
1871,水乡西溪小筑,37925.22222222222
1872,水云城,34894.2
1873,水华苑,12998.0
1874,水印城,61114.57575757576
1875,水印康庭,40518.045454545456
1876,水岸名筑,15471.666666666666
1877,水岸家园,21333.0
1878,水岸帝景,95317.14285714286
1879,水岸明珠,17869.0
1880,水岸枫庭,115025.0
1881,水岸锦城,18787.0
1882,水岸阳光,16302.0
1883,水岸雅苑,38431.0
1884,水岸青云,19170.333333333332
1885,水岸风华,43766.25
1886,水悦花园,21909.708333333332
1887,水星阁,38353.75
1888,水晶湾城市雅苑,51792.0
1889,水曲弄,31549.0
1890,水木清华,25288.333333333332
1891,水沟沿路,31564.0
1892,水泥厂宿舍,16098.0
1893,水澄花园北苑,43928.0
1894,水澄花园南苑,56514.0
1895,水稻所赵家墩,16665.0
1896,水车河弄,20298.0
1897,水陆寺巷,42875.5
1898,水韵四维苑北区,22956.0
1899,水韵四维苑南区,22330.0
1900,水韵康桥康泽苑,26115.5
1901,水韵康桥康盛苑,27366.571428571428
1902,水韵康桥康锦苑,26384.0
1903,永丰巷,54795.2
1904,永和之星,17360.5
1905,永和家苑,20850.166666666668
1906,永宁院,37347.0
1907,永宏叠家,26322.0
1908,永康苑,41339.65217391304
1909,永泰名苑,27434.25
1910,永翔嘉顺中心,10638.0
1911,汀洲花苑北,23429.5
1912,求是村,84720.69230769231
1913,求智巷,110568.0
1914,求智弄,102637.66666666667
1915,汇宇和庭,41946.0
1916,汇宇花园,27174.25
1917,汇秀山庄,19233.0
1918,汇观山花苑,22524.0
1919,汇通大厦,16278.0
1920,汇锦华庭,16624.14285714286
1921,汇锦华庭北区,20829.5
1922,汇锦名店广场,11162.333333333334
1923,汇锦畔湖苑,14795.166666666666
1924,汇锦苑,13549.166666666666
1925,汇隆风林公寓,25159.0
1926,汇高栢悦中心,36110.0
1927,汉峰峰公馆,29657.809523809523
1928,汉港武林汇,34070.0
1929,江东壹号,15291.0
1930,江东锦绣名座,21052.0
1931,江东阳光名城,21070.238095238095
1932,江南佳苑,18063.382352941175
1933,江南名楼,18593.0
1934,江南国美家园,42102.0
1935,江南摩卡,28742.39393939394
1936,江南文苑,45138.3125
1937,江南新港公寓,24335.0
1938,江南明城,20597.5
1939,江南明城金座,19265.666666666668
1940,江南明珠,11836.5
1941,江南星座,17979.0
1942,江南豪园,57663.769230769234
1943,江南路市政宿舍,9917.0
1944,江南铭庭,37117.0
1945,江南风尚铭楼,13078.0
1946,江城路18号,53723.5
1947,江城路393号,40196.0
1948,江城路415.417号,39893.75
1949,江城路742号,39237.0
1950,江山弄,67361.0
1951,江枫苑,48429.2
1952,江桥路159号,13006.0
1953,江桥路162号,13322.0
1954,江桥路396号,15886.0
1955,江桥路467号,12729.0
1956,江桥路482号,14962.0
1957,江涛阁,38188.61538461538
1958,江湾绿苑,14811.5
1959,江滨澜廷,37631.98717948718
1960,江盛公寓,14892.0
1961,江盛江南岸,18609.5
1962,江虹小区,47214.25
1963,汤家锦绣公寓三区,17595.0
1964,汤家锦绣公寓二期,20235.0
1965,沁园春公寓,32326.0
1966,沁园雅舍,42967.166666666664
1967,沁源公寓,23890.75
1968,沁雅花园,43668.882352941175
1969,沁雅苑,14377.5
1970,沈塘东村,38033.0
1971,沈塘新村,89969.2
1972,沈塘桥弄13号,40102.0
1973,沈塘苑,47779.0
1974,沈塘铭苑,43146.0
1975,沙树路商业城,15073.0
1976,沙田里,38935.0
1977,河畔新村,25849.5
1978,河畔花园,34961.25
1979,河缸桥,79529.0
1980,河罕上,38814.0
1981,油车弄,19265.0
1982,泊悦府,42362.333333333336
1983,泊林印象,42275.63636363636
1984,泊林漫谷,24326.777777777777
1985,泊金湾,26829.5
1986,法轮寺弄,58511.0
1987,泰和天辰国际广场,30315.0
1988,泰和花园,33275.28571428572
1989,泰和苑,40202.5
1990,泰地北上新城,18302.833333333332
1991,泰禾野风大城小院,26284.333333333332
1992,泰美国际大厦,20434.083333333332
1993,流水东苑,37456.4375
1994,流水北苑,40898.142857142855
1995,流水苑,39448.34782608696
1996,浅水湾城市花园,47208.5
1997,浅水湾庄园(吴越街),13787.4
1998,浙商国际中心,24527.0
1999,浙商开元名都祺寓,13959.0
2000,浙地人家,28380.0
2001,浙富西溪堂,16468.0
2002,浙报公寓,51508.166666666664
2003,浙报宿舍,38531.0
2004,浙新小区,38636.666666666664
2005,浙旅德信西宸,71423.57142857143
2006,浙江大学华家池校区,49434.625
2007,浙江工业大学教师宿舍,50876.0
2008,浙江油田留下小区,32764.0
2009,浙消宿舍,24443.0
2010,浙港国际,31646.3
2011,浙港城市公馆,18332.0
2012,浣纱路,71379.0
2013,浦江苑小区,11189.5
2014,浦沿公寓,30784.0
2015,浪漫和山,32450.625
2016,浪漫香槟东区,20333.882352941175
2017,浪漫香槟西区,20222.0
2018,浪琴翠园,48817.75
2019,浮力森林苑,35681.0
2020,浴美施路住宅区,18215.0
2021,浴美苑,17726.75
2022,海上明月澜庭,51283.0
2023,海天商厦,14392.0
2024,海威新界,48286.05263157895
2025,海威钱塘之星,40963.78947368421
2026,海德公园,42886.72222222222
2027,海景城花园,28218.75
2028,海月花园,44158.2
2029,海棠公寓,34583.0
2030,海潮雅园一园,102893.0
2031,海狮沟,51044.0
2032,海联云客里,17436.8
2033,海辰水岸晶座,26426.0
2034,海运国际大厦,31666.0
2035,海陆星光园,25652.0
2036,涌金广场聚景阁,51924.0
2037,涌金花园,81162.0
2038,润东府,16356.0
2039,润和亿城嘉园,32501.555555555555
2040,润和西溪郡,38243.333333333336
2041,润达花园,33715.8
2042,淮矿东元府,44275.0
2043,深蓝国际中心,69218.25
2044,混堂巷13号,81656.8
2045,混堂桥,55604.0
2046,清合嘉园东区,19773.375
2047,清合嘉园西区,17415.5
2048,清和园,20262.166666666668
2049,清怡花苑,43466.625
2050,清水公寓,49192.230769230766
2051,清水弄,22796.0
2052,清江花园,51402.0
2053,清江路122号,45641.0
2054,清沁花苑,21309.0
2055,清河家园,43306.2
2056,清河花园,21841.285714285714
2057,清波苑,89347.5
2058,清泰南苑,52035.0
2059,清泰商务大厦,46532.0
2060,清泰小区,55545.0
2061,清远里,54293.0
2062,清雅苑,25449.75
2063,清风万和苑,24665.0
2064,清风公寓,17506.333333333332
2065,清风泰安苑东区,21984.0
2066,清风泰安苑西区,22669.428571428572
2067,清风阳光苑,22207.166666666668
2068,渔家浜,29978.0
2069,渡驾新村,57396.0
2070,温兴风情苑,38990.65
2071,温州商城,30242.5
2072,温馨人家,57597.846153846156
2073,温馨家园,40853.75
2074,港汇中心,19015.25
2075,港湾家园,71014.0
2076,湖光山社,23433.0
2077,湖塘公寓,16274.0
2078,湖墅南路261号,44339.0
2079,湖墅嘉园,45983.0
2080,湖墅新村,49535.28571428572
2081,湖山云台苑,23001.906976744187
2082,湖山帝景湾,32557.125
2083,湖山帝景湾南苑,39922.875
2084,湖山新村,16182.5
2085,湖景居,39675.4
2086,湖漫雅筑,48596.857142857145
2087,湖潭路,17840.0
2088,湖畔公寓,21989.333333333332
2089,湖畔宽邸,27389.222222222223
2090,湖畔宽邸中央郡,24422.5
2091,湖畔花园吐翠苑,60160.333333333336
2092,湖畔花园夕照苑,62324.0
2093,湖畔花园太子苑,63010.8
2094,湖畔花园桃花苑,60971.4
2095,湖畔花园梦泉苑,54079.0
2096,湖畔花园秋月苑,62826.0
2097,湖畔花园竹径苑,62481.5
2098,湖畔花园闻莺苑,61531.0
2099,湖畔花园风荷苑,63377.0
2100,湖畔花园龙珠苑,88603.4
2101,湖语澜轩,24364.387096774193
2102,湘云雅苑,48831.62962962963
2103,湘湖九号,25661.41176470588
2104,湘湖人家,28223.380952380954
2105,湘湖南苑,24563.0
2106,湘湖家园,29443.0
2107,湘湖路9号,21209.0
2108,湾南德盛东苑,28349.4
2109,源山雅阁,25409.0
2110,溪上玫瑰园,113217.0
2111,溪悦十锦台公寓,21156.7
2112,溪悦宸府,49833.0
2113,溪畔花园,73862.8
2114,滨兴东苑,44501.0
2115,滨兴北苑小区,38741.0
2116,滨兴家园,43998.0
2117,滨兴小区东区,40251.0
2118,滨兴小区西区,41358.8
2119,滨兴西苑,31583.0
2120,滨安小区,36069.0
2121,滨康二苑,37792.0
2122,滨康小区,39405.166666666664
2123,滨文苑,30468.833333333332
2124,滨水名庭,26102.4
2125,滨江万家名城一期,45605.181818181816
2126,滨江万家名城二期,48424.25
2127,滨江东方海岸(萧山),29571.470588235294
2128,滨江公寓,13597.75
2129,滨江凯旋门,100673.0
2130,滨江华家池,107674.0
2131,滨江华成大江之星,26059.833333333332
2132,滨江城市之星,81658.2
2133,滨江宝龙城市广场,26478.8
2134,滨江家园,55838.5
2135,滨江御江南,52623.5
2136,滨江德信东方星城,53245.666666666664
2137,滨江新城东方名府,34685.75
2138,滨江新希望新城未来海岸,25013.9
2139,滨江新苑,67688.53846153847
2140,滨江旭辉万家之星,51800.8
2141,滨江春盛大江名筑,15662.0
2142,滨江曙光之城,52002.545454545456
2143,滨江江南之星,58041.2
2144,滨江江南名府,52957.0
2145,滨江碧桂园翡翠江南,79361.2
2146,滨江紫金府,81639.0
2147,滨江西溪之星,67931.25
2148,滨江西溪明珠,88869.0
2149,滨江金色家园,106784.76923076923
2150,滨江金色江南,75140.8
2151,滨江金茂府,117391.25
2152,滨江铂金海岸,65301.5
2153,滨江锦绣之城,101961.5
2154,滨沁公寓,23586.375
2155,滨河公寓,43179.6
2156,滨湖天地,26544.0
2157,滨溪阳光家园A区,10794.0
2158,漾河人家,34343.5
2159,漾河公寓,30955.5
2160,潇湘公寓,24071.416666666668
2161,潘水南苑,31724.81818181818
2162,潘水苑,32007.14285714286
2163,潘水路285号,25087.0
2164,潜洲幸福里,9617.0
2165,潜洲街103号,7406.0
2166,潜阳府,10247.25
2167,潮人汇,19227.0
2168,潮王公寓,40287.0
2169,潮都华庭,19034.777777777777
2170,潮闻天下,23795.63157894737
2171,潮鸣苑,39849.0
2172,澜颂奥府,51229.6875
2173,澳海澜庭,17565.608695652172
2174,濮家东村,40455.61538461538
2175,濮家新村,43298.46153846154
2176,瀚府,29685.0
2177,火炬小区,28851.666666666668
2178,火药局弄29号,46844.0
2179,火药局弄49号,43479.0
2180,灵溪村高湾,6496.0
2181,熙晖府,77174.0
2182,燕子弄,42323.0
2183,燕语林森公寓,38458.7
2184,爱丁郡,39939.63636363636
2185,爱尚里,20713.0
2186,爱民路,20842.0
2187,爵士风情花园,26040.5625
2188,物华小区,45557.36363636364
2189,状元府,29597.25
2190,状元弄,36693.0
2191,狮虎桥路,60344.0
2192,玄坛弄,51370.0
2193,玉兔路小区,48229.0
2194,玉古路167.171号,73237.0
2195,玉皇山庄,81647.0
2196,玉都佳苑,21389.14285714286
2197,玉都枫景,32445.545454545456
2198,王家弄,82753.5
2199,王马巷,41371.0
2200,玖玖国际财富中心,18682.428571428572
2201,玫瑰苑,12585.0
2202,环东公寓,35327.71428571428
2203,环北新村,51023.333333333336
2204,环城东路16号,40149.0
2205,环城东路298-311号,35373.444444444445
2206,环城北路18-1号,11418.0
2207,环城北路六弄,37862.0
2208,环城西路66号,65435.0
2209,环城西路70号,76408.0
2210,环城西路96号,64024.333333333336
2211,环岛公寓,17665.5
2212,环西新村,65703.33333333333
2213,现代印象广场,19262.4375
2214,现代名苑,48571.555555555555
2215,现代家园,53814.0
2216,现代景苑,52005.22222222222
2217,现代肖邦,21496.0
2218,现代肖邦西区,20785.25
2219,现代雅苑,47676.0
2220,玲珑嘉苑,10672.0
2221,玲珑天城,31236.0
2222,玲珑府,38897.434782608696
2223,玲珑府园,16850.0
2224,玲珑花园,12723.56
2225,玲珑郡,16898.833333333332
2226,玺之湾,33187.96
2227,珠碧一弄12号,39835.5
2228,珠碧苑,45031.333333333336
2229,琅琴湾,23660.42105263158
2230,理想家园,25889.777777777777
2231,理想康城一品,34018.333333333336
2232,理想康城国际,30875.0
2233,理想西溪金座,24891.0
2234,理想银泰城,31277.8
2235,琴湖碧园,13915.0
2236,瑞丰格林苑,55042.0
2237,瑞城温莎郡,48279.95238095238
2238,瑞城熙园,62884.125
2239,瑞祺大厦,68282.0
2240,瑞立东方花城,56461.9
2241,瑞立中央花城,76085.89285714286
2242,瑞金华丽嘉苑,27861.14285714286
2243,瑞金华庭嘉苑,26039.85714285714
2244,瑞金华翠嘉苑,22772.0
2245,瑞麒佳苑,14175.272727272728
2246,瑞麒时代金座,24609.333333333332
2247,璞丽东方,32524.0
2248,瓶山公寓,21580.0
2249,生兴路,25472.0
2250,田园公寓,28759.428571428572
2251,田园河畔居,25903.0
2252,田园牧歌听泉苑,42326.5
2253,田园牧歌揽翠苑,39209.71428571428
2254,田园牧歌风禾苑,36490.142857142855
2255,田园牧歌麓云苑,50027.0
2256,田家桥,46303.0
2257,田逸之星,28490.0
2258,电信巷,32756.0
2259,畔湖路,14800.0
2260,畔湖路70-1号,13359.0
2261,畔湖路70号,13280.0
2262,留下街13号,31624.0
2263,留下街14号,34237.833333333336
2264,留下西苑,36456.0
2265,留和春天,37776.4
2266,留庄,62614.0
2267,登云阁,37034.8
2268,白云深处,68376.0
2269,白塔人家,41819.666666666664
2270,白水涧山庄,6503.5
2271,白泽弄,64100.0
2272,白荡海人家,69494.38461538461
2273,白荡海社区,87837.0
2274,白金海岸,60756.083333333336
2275,白马尊邸,45934.0
2276,白马湖小区凤凰苑,33025.0
2277,白马湖小区孔雀苑,33786.0
2278,白马湖小区白鹤苑,31269.0
2279,白马湖小区鸿雁苑,30706.0
2280,百合公寓,43874.0
2281,百合新城,24283.7
2282,百合社区,19925.5
2283,百合苑,21982.5
2284,百大绿城西子国际,36202.0
2285,百大花园,32903.0
2286,百姓弄小区,20874.5
2287,百家乐西园,49654.333333333336
2288,百富联合国际奥体之星,22352.285714285714
2289,百岁坊巷,58435.0
2290,百汇中心,26065.666666666668
2291,百盛春天公社,12506.0
2292,皇亲苑,58499.5
2293,皇城花苑,48836.0
2294,皇朝城市花园,48473.5
2295,皇诰巷,44075.0
2296,皮市巷,45761.0
2297,盈和清机大厦,32385.0
2298,盘龙山社区,22463.0
2299,盛世嘉园,30140.966666666667
2300,盛世钱塘,95691.14285714286
2301,盛元慧谷,44583.333333333336
2302,盛元蓝爵国际,47643.6
2303,盛奥西溪铭座,18017.6
2304,盛庐小区,38887.0
2305,盛德嘉苑,50729.25
2306,盛德欣苑,46390.5
2307,盛泰名都中心,16197.555555555555
2308,盛泰名都公寓,31501.352941176472
2309,盛泰时代山,17175.222222222223
2310,盛都苑,14932.8
2311,盛雅公寓,21601.0
2312,直吉祥巷,50439.0
2313,直大方伯,35850.0
2314,直戒坛寺巷,64512.0
2315,直箭道巷,39437.666666666664
2316,相墅花园,23885.0
2317,相寓,24953.0
2318,省水利厅宿舍,50059.5
2319,省规划局宿舍,37994.0
2320,睦泽苑东区,21624.0
2321,睦泽苑西区,19999.0
2322,知稼苑,25524.166666666668
2323,石匠弄,46976.0
2324,石板巷,38230.0
2325,石板巷新村,38533.0
2326,石桥设计二院,33146.583333333336
2327,石榴派,32214.333333333332
2328,石油公寓,18922.0
2329,石灰坝8号,37954.0
2330,石灰桥新村,84766.65
2331,石镜街,13417.0
2332,石镜街555号,11739.0
2333,碧云阁,19952.25
2334,碧佳公寓,18109.0
2335,碧天家园,22063.0
2336,碧景园,35683.5
2337,碧桂园东旭府,25300.8
2338,碧桂园中梁凤朝鸣庭,20771.6
2339,碧桂园天麓府,29460.0
2340,碧桂园玖晟府,20196.714285714286
2341,碧桂园珑悦,64528.125
2342,碧桂园西江月,77209.66666666667
2343,碧桂园越溪府,20097.0
2344,碧桂园金科尚合府,38142.0
2345,碧桂苑,13991.32142857143
2346,碧水豪园,45400.705882352944
2347,碧秀名庭,26317.0
2348,社坛巷,52817.0
2349,社坛苑,49228.0
2350,祠堂巷,50341.0
2351,祥和人家,31758.0625
2352,祥和嘉苑,14188.0
2353,祥生云浦新语,52147.2
2354,祥生群贤府,32244.0
2355,祥盛家园,22983.0
2356,福临花苑,31074.14285714286
2357,福利新村,47364.333333333336
2358,福田假日之约山庄,27040.5
2359,福田花园,27739.8
2360,福雷德广场,25728.041666666668
2361,福雷德广场艾肯金座,14069.857142857143
2362,福鼎家园,37118.0
2363,禹洲滨之澜苑,47436.666666666664
2364,禹航商城,32181.666666666668
2365,秀月家园桂月苑,35461.0
2366,秀里华庭,40571.0
2367,秋实宸悦,24888.0
2368,秋月社区,20009.304347826088
2369,秋水苑,47396.666666666664
2370,秋水览山,10519.90909090909
2371,秋涛北路30号,52165.0
2372,秋涛北路322号,32589.0
2373,秋涛南苑,65581.33333333333
2374,秋涛雅苑,40389.0
2375,科嘉苑,26926.6
2376,科尔世纪外滩,32454.055555555555
2377,科尔南城嘉园,21683.444444444445
2378,科技新村,47334.666666666664
2379,秦望佳苑,23763.0
2380,积善坊巷,43250.5
2381,积家,35894.25
2382,稻香园北区,41520.6
2383,稻香园南区,41887.0
2384,窑山花园,17693.666666666668
2385,窑背巷6号,78081.0
2386,竞潮江南院,44888.0
2387,竹径云山,49060.0
2388,竹径云山二期,49173.25
2389,竹林家园,14556.5
2390,竹林寺,28008.2
2391,竹林风华,17207.666666666668
2392,竹海水韵,32599.689655172413
2393,竹海水韵春风里,34559.730769230766
2394,竹海水韵竹邻间,29006.285714285714
2395,竹海雅苑,15823.0
2396,竹涛翠和人家,11931.0
2397,笕桥花苑,29358.0
2398,筑境花园,15899.40579710145
2399,米兰公寓,48364.0
2400,米市巷,40743.0
2401,米市新村,40540.0
2402,粮食局宿舍,13502.0
2403,精欧荣寓,28473.4
2404,紫云山庄,24204.906666666666
2405,紫兰花苑,18509.5
2406,紫林公寓,85181.75
2407,紫桂花园,63299.5625
2408,紫欣华庭,19482.85714285714
2409,紫润国际,27423.0
2410,紫玉福邸,53138.0
2411,紫祥公寓,24445.5
2412,紫竹人家,32812.26666666667
2413,紫竹苑,16594.0
2414,紫花苑,45733.0
2415,紫荆家园,48590.63636363636
2416,紫荆欣苑,79987.0
2417,紫薇公寓,42625.75
2418,紫金公寓,44413.90909090909
2419,紫金庭园,52463.230769230766
2420,紫金文苑,60197.0
2421,紫金观巷,42760.75
2422,红垦小区,24697.5
2423,红杉雅园,25274.0
2424,红枫小区,29973.125
2425,红枫苑,40989.0
2426,红石中央花苑,58063.0
2427,红石公寓,47786.2
2428,红石商务大厦,25834.0
2429,红联九漾华庭▪东区,22014.0
2430,红联九漾华庭西区,22439.333333333332
2431,红苹果家园,31283.727272727272
2432,红街公寓,39382.708333333336
2433,红街天城公寓,19997.5
2434,绅园,26148.0
2435,绍兴新村,35550.625
2436,经建绅世郡园,25242.666666666668
2437,经纬御贤府,25229.0
2438,经纬玲珑家园,20215.5
2439,经纬美耀湾,26762.88888888889
2440,经贸大楼,24906.0
2441,维元弄,45399.0
2442,绿园,97980.33333333333
2443,绿地华家池印,91795.25
2444,绿地旭辉城,71060.98837209302
2445,绿地艺尚府,26611.5
2446,绿城·七里香溪别墅园,50005.416666666664
2447,绿城·文西诚园,24021.966666666667
2448,绿城丁香公馆,20475.285714285714
2449,绿城之江1号,48483.71875
2450,绿城九龙仓柳岸晓风,118968.0
2451,绿城九龙仓桂语江南,84339.0
2452,绿城九龙仓钱塘明月,59397.833333333336
2453,绿城云杉郡,21554.322580645163
2454,绿城云栖桃花源,24139.75
2455,绿城伍重院,64193.0
2456,绿城兰园,50486.0
2457,绿城兰桂花园,55435.27272727273
2458,绿城和庐,81399.0
2459,绿城富春和园,31703.363636363636
2460,绿城巧园,51767.166666666664
2461,绿城建发沁园,97960.0
2462,绿城慧园,77864.8
2463,绿城明月江南,87707.5294117647
2464,绿城曼陀花园,39436.2
2465,绿城杨柳郡,58662.78571428572
2466,绿城桃李春风,43168.46153846154
2467,绿城桃源小镇,36879.37037037037
2468,绿城桃源小镇品霞苑,34546.0
2469,绿城桃源小镇观翠苑,91981.0
2470,绿城桃花源,27983.333333333332
2471,绿城深蓝广场,50604.0
2472,绿城玉兰公寓,46821.666666666664
2473,绿城玉兰花园,20613.95348837209
2474,绿城玉园,39388.666666666664
2475,绿城留香园,119440.6
2476,绿城紫桂公寓,26268.529411764706
2477,绿城翡翠湾,41898.75
2478,绿城莲园,31198.571428571428
2479,绿城蓝庭东区,25171.5
2480,绿城蓝庭西区,26759.814814814814
2481,绿城蓝色钱江,40008.0
2482,绿城西子紫兰公寓,71634.0
2483,绿城西子郁金香岸,34869.555555555555
2484,绿城西溪融庄,59185.3
2485,绿城财通中心,18695.444444444445
2486,绿城运河宸园,100876.75
2487,绿城运河郡,25958.2
2488,绿城钱王文化广场,19901.733333333334
2489,绿城青山湖红枫园,48684.6
2490,绿城风华苑,23310.423076923078
2491,绿岛花园,15273.0
2492,绿岛花园南区,13269.5
2493,绿洲之馨公寓,47360.0
2494,绿洲湾,55607.5
2495,绿洲花园,44215.6
2496,绿苑公寓,20282.0
2497,绿茵园小区,30495.0
2498,绿都世贸广场,26348.0
2499,绿都东澜府,29544.8
2500,绿都云和湖,50334.6
2501,绿都南江壹号,48573.0
2502,绿都嘉丰公馆,22491.428571428572
2503,绿都嘉华公馆,23760.0
2504,绿都嘉瑞华庭,34259.0
2505,绿都四季华庭,34516.22222222222
2506,绿都四季花城,35812.545454545456
2507,绿都御景蓝湾,28461.048387096773
2508,绿都汀蘭府,43049.0
2509,绿都泰富广场,11550.5
2510,绿都湖滨花园,39116.47619047619
2511,绿都玫瑰苑,19370.0
2512,绿都百瑞广场,23168.3
2513,绿都花园,21954.0
2514,绿都金域东方,27776.176470588234
2515,绿都鉴未来,39033.0
2516,绿野春天家园,28078.2
2517,绿野清风,30347.0
2518,缤纷北苑,47291.0
2519,缤纷小区,60556.333333333336
2520,缤纷西苑,40493.0
2521,缸甏弄,19666.5
2522,罗兰春天,34873.76470588235
2523,置鼎明珠1号,23034.75
2524,羊千弄,39875.0
2525,羊山公寓,24863.5
2526,羊血弄,47394.333333333336
2527,美丽湾,20946.6
2528,美之园东区,25544.15
2529,美之园西区,26826.36842105263
2530,美人堂弄,20429.333333333332
2531,美好桂花星城,26510.055555555555
2532,美好桂花星座,25874.0
2533,美好桂花溪园,28890.5
2534,美好桂花金座,22183.30769230769
2535,美政花苑,44541.68421052631
2536,美致生活广场,21308.27027027027
2537,美莱国际中心写字楼,21144.0
2538,美达浅草名苑,33528.63157894737
2539,美郡园,22948.8
2540,翁梅新苑二区,22422.0
2541,翠园路小区,18453.0
2542,翠紫苑,19015.35
2543,翠苑一区,46851.40909090909
2544,翠苑三区,41314.02777777778
2545,翠苑东二区,40480.57142857143
2546,翠苑东四区,41679.5
2547,翠苑二区,44351.818181818184
2548,翠苑五区,40856.07407407407
2549,翠苑佳居,43133.666666666664
2550,翠苑四区,41239.8
2551,翠苑四区南园,44152.0
2552,翠苑逸景湾,42034.0
2553,翡翠之星公寓,76606.33333333333
2554,翡翠城一期,41722.88888888889
2555,翡翠城三期,52919.63157894737
2556,翡翠城二期,43442.11111111111
2557,翡翠湾二期紫春庭,35446.0
2558,翰墨香林苑,31293.0
2559,翰林花园,52071.65517241379
2560,耀江文欣苑,73173.0
2561,耀江文萃苑,84445.25
2562,耀江文鼎苑,103791.98484848485
2563,耀江福村,52022.666666666664
2564,耀翔悦尚,44929.0
2565,耀达仁和印象,19249.0
2566,老浙大横路一弄,40994.0
2567,老浙大横路三弄,40518.0
2568,老浙大直路11-25号,41635.2
2569,联发藏珑大境,49063.28571428572
2570,联发藏珑玉墅,48847.666666666664
2571,联合世纪新筑,56556.0
2572,联合格里,32719.545454545456
